num_dofs,filling_errors,pressure_errors,boundary_errors
177,0.0125599049248603,0.00148798666460725,0.0184709436033441
665,0.00656233312497433,0.0014121187115043,0.00934026352566
2577,0.0028396362492666,0.000495197200709077,0.00477233473244272
10145,0.000766142906976159,0.000256993757427909,0.00279394254102821
